,0,1,2,3,4
421220,411006,fusesbase.com,52.175.29.155,HK,8075
421255,410277,shwlcw.com,103.120.82.80,HK,139021
421273,409970,pythondict.com,129.226.118.171,HK,132203
421310,409717,updatemoi.com,172.96.185.239,HK,133752
421316,409715,corp-webmail.com,223.29.248.100,HK,55750
421366,408811,airmax2015.net,45.199.7.164,HK,134548
421391,408714,longdouseo.com,122.10.15.95,HK,134548
421837,397583,gyht8.com,47.91.170.222,HK,45102
421960,392532,coopalleanza3-0.it,184.51.102.43,HK,20940
421987,392014,blue-home.cc,8.210.7.187,HK,45102
422187,386927,xmygs.cn,156.230.202.186,HK,399626
422335,382318,fastamachine.com,18.167.9.139,HK,16509
422614,374897,man-mo-temple.hk,103.41.132.242,HK,38478
422826,370297,jumbokingdom.com,202.81.252.51,HK,4658
423478,360480,zscxxt.com.cn,8.210.161.117,HK,45102
423535,359187,fucname.net,47.244.50.218,HK,45102
423857,353161,muabanraovattop.com,172.96.185.191,HK,133752
424179,436074,ifxdh.com,193.200.130.185,HK,42960
424288,345226,gamewog.com,45.121.59.162,HK,132742
424408,342197,bestmpay.com,63.222.7.133,HK,3491
424497,340640,wecherries.xyz,8.210.75.211,HK,45102
424930,332796,cooooos.com,154.215.178.201,HK,134175
425030,328566,ganzaroli.com,154.94.103.134,HK,134548
425043,328445,zggkzy.com,103.120.80.249,HK,139021
425048,328444,sirendingzhiktv.com,210.209.123.216,HK,10103
425104,326048,artes.su,185.159.131.4,HK,64439
425395,320636,yadavmatrimony.com,104.84.183.44,HK,16625
425602,318561,haocai777.com,154.86.142.180,HK,134548
425725,316467,zhinu.net,154.23.115.98,HK,139646
425749,315658,rcmtm.com,159.138.152.120,HK,136907
426068,308526,kj3333.top,43.154.220.217,HK,132203
426189,305897,unpowereder.com,103.160.204.29,HK,209242
426249,303047,shandonggaofang.com,103.96.148.186,HK,139021
426250,303046,jnsjmy.com,103.96.148.186,HK,139021
426311,302178,fqoqehwib.com,8.212.21.91,HK,45102
426322,302173,tjwanshengxin.com,154.80.238.99,HK,134175
426676,293694,bbc-dropshipping.com,47.56.232.99,HK,45102
427317,282132,ogsgame.com,103.145.38.232,HK,138538
427479,276101,tinyteethofca.com,156.254.104.169,HK,135357
427506,275363,zyiz.net,150.109.146.30,HK,132203
427645,272520,shen-nong.com,203.124.10.229,HK,38277
427707,271526,clmachinery.com,39.109.96.190,HK,8796
427910,265860,dabaijs.cn,18.162.230.89,HK,16509
427955,263669,vankang.com,43.129.215.72,HK,132203
428077,257924,dermacarecentral.com,210.245.164.74,HK,17444
428207,253843,pooibinance.com,47.243.68.197,HK,45102
428213,253350,gzlyzl.com,154.211.6.150,HK,140224
428276,251933,1maid2.com,103.13.50.243,HK,131224
428592,153985,jeff.vn,18.163.241.197,HK,16509
428658,152536,laozhu.com,103.216.219.61,HK,135386
428893,145838,evergreenpet.com.hk,148.66.55.4,HK,45753
429060,140977,citysuper.com.hk,113.10.176.105,HK,17444
429061,140976,citylink.com.hk,103.11.103.45,HK,132056
429617,231759,doctorjoesays.com,45.250.175.41,HK,26658
430112,114579,hanwenxue.com,119.28.11.183,HK,132203
430335,108825,oreil.ly,23.76.234.114,HK,16625
430381,107709,haisetsu.net,103.42.176.244,HK,132839
430473,106179,nesox.com,149.129.84.223,HK,45102
430657,100815,homeandgardenideas.com,151.101.78.114,HK,54113
430744,99493,kugeci.com,47.244.114.36,HK,45102
430809,96797,regionalheute.de,103.42.176.244,HK,132839
430827,96383,indiannewsnetwork.net,119.28.87.227,HK,132203
431252,88977,woman-type.jp,184.51.102.59,HK,20940
431340,85828,123wanlijiang.cn,154.204.239.209,HK,135097
431496,82396,hkcix.com,202.181.224.20,HK,7540
431656,79388,jinweibaoan.com,103.249.108.235,HK,133199
431666,79200,cqtsls.com,122.10.99.122,HK,135377
431667,79200,prettylittlething.com.au,23.77.215.122,HK,20940
431805,76027,sceia.org,43.230.142.125,HK,136897
431909,72188,c-c.com,8.210.110.234,HK,45102
432182,64310,gxghsy.com,8.210.228.243,HK,45102
432326,61641,mobilesyrup.com,64.120.121.60,HK,133752
432619,56917,lexing.com.cn,47.91.145.152,HK,45102
432890,48990,safeco.com,23.13.185.68,HK,20940
433016,46034,machogaytube.com,31.13.75.12,HK,32934
433211,40717,sxsyqjt.com,156.234.14.4,HK,136800
433232,39490,kdh319.me,103.145.104.30,HK,54600
433236,39488,kbiji.com,43.154.37.230,HK,132203
433242,39194,iiiff.com,154.86.129.96,HK,134175
433269,38441,dnyx.vip,47.243.196.12,HK,45102
433282,38327,czkeji.xyz,124.156.139.239,HK,132203
433301,38251,com.host,45.11.104.33,HK,57695
433393,35318,dushiliangpin.com,101.36.107.230,HK,135377
433403,34854,synchronybank.com,23.77.62.26,HK,16625
433566,24810,sexpicturespass.com,103.97.3.19,HK,142403
433635,16864,yatu.tv,8.210.14.59,HK,45102
433674,15242,share-videos.se,103.109.101.144,HK,206264
433724,13493,kuimh.com,47.91.158.73,HK,45102
433769,11051,sysyjc.com,156.234.42.89,HK,138195
433903,439117,kguowai.com,123.58.215.132,HK,135377
434072,432333,gscdm.org.cn,103.96.149.238,HK,139021
434243,428005,bimeiz.com,122.10.50.250,HK,134548
434442,424696,newgrand.top,154.212.127.150,HK,134548
434554,423856,airsoftshien.com,202.181.195.144,HK,7540
434657,422841,ali213.cn,45.116.79.17,HK,55933
434662,422838,ymg.one,103.195.187.203,HK,394695
434681,422561,coalapay.cn,47.52.77.20,HK,45102
434825,416964,qvod.com,152.32.131.110,HK,135377
434830,416961,flowdigital.com.hk,18.163.123.59,HK,16509
435021,414514,americanforcestravel.com,23.223.18.160,HK,20940
435077,414234,allyourdollneeds.com,156.235.167.59,HK,134548
435084,414230,yangtaistore.club,8.210.1.118,HK,45102
435224,412146,mediheal.com.hk,116.251.204.36,HK,8739
435292,410172,188kan.com,154.19.204.122,HK,140224
435314,410121,xya1i.com,13.94.0.133,HK,8075
435398,409378,thietbisankhauhlt.com,172.96.185.247,HK,133752
435464,407829,lcr-sa.xyz,92.255.85.145,HK,57523
435633,405865,ciff-gz.com,47.75.126.53,HK,45102
435758,404345,025hekt.com,156.240.24.104,HK,139646
435889,402770,phigent.ai,43.132.128.84,HK,132203
435945,314145,szhlypcb.com,103.96.148.46,HK,139021
436141,311539,editionrecords.com,43.231.0.46,HK,133380
436181,311288,sdxdbxg.com,103.96.148.186,HK,139021
436213,310017,courierpress.com,151.101.78.62,HK,54113
436372,307946,atchinese.com,43.132.146.167,HK,132203
436438,306885,ouyivalve.cn,39.109.96.38,HK,8796
436488,306455,fkxs.net,47.242.66.30,HK,45102
436851,300774,hepingzyy120.com,47.91.170.222,HK,45102
437335,292270,zyfalv.net,103.155.86.56,HK,21859
437394,290981,ofsfj.com,43.249.2.28,HK,139021
437877,281249,babes.com,210.56.51.192,HK,38197
437896,280679,chinaisa.org.cn,183.90.190.18,HK,40065
438249,272061,flexform.it,47.243.144.118,HK,45102
438263,271777,preukson.com,154.91.107.9,HK,399077
438637,259499,gelizhuanye.com,103.96.149.225,HK,139021
438952,250023,hy0086.com,47.89.19.132,HK,45102
438967,249957,boys86.com,154.215.204.12,HK,134175
438992,442166,magento2u.com,144.48.143.243,HK,135343
439119,432758,tsvchina.com,39.109.96.190,HK,8796
439125,432653,zdff.com.cn,103.234.96.28,HK,135357
439203,432115,4ssf.com,129.226.167.50,HK,132203
439347,429620,xianghuatex.com,123.1.194.60,HK,10103
439374,428706,good2work.com,156.245.51.231,HK,135097
439550,425078,kathyalden.com,154.212.234.73,HK,135097
439702,420097,dareu.com,8.210.233.48,HK,45102
439712,420094,burberry-storevip.com,45.194.181.20,HK,134548
439760,419258,kanqq.com,94.74.98.200,HK,136907
439775,418713,hkapa.edu,202.40.152.209,HK,138647
439965,412809,luobian.com,47.90.78.100,HK,45102
440282,407789,modelismocreativo.com,45.207.237.141,HK,139646
440403,404052,ttpaihang.com,20.247.126.59,HK,8075
440453,401736,hotadg.com,119.28.54.26,HK,132203
440553,399850,ncaafootball.com,184.50.87.10,HK,20940
440634,398644,marmarasmile.com,43.231.0.46,HK,133380
440748,396700,uemap.com,45.192.127.56,HK,134548
440812,395570,vinastory.vn,172.96.185.210,HK,133752
440819,395049,pontiacdailyleader.com,151.101.78.62,HK,54113
441268,385548,tungyik.com.hk,202.181.163.146,HK,7540
441512,380438,circuitbomb.com,154.91.13.118,HK,135097
441693,375653,logirlies1.top,103.109.101.216,HK,206264
441842,373310,hetek.hu,159.138.20.20,HK,136907
442226,364410,colorphoneflash.callscreen.top,101.32.12.150,HK,132203
442266,363302,mingtai.com.hk,202.77.48.139,HK,10103
442626,358980,xy178.com,47.52.252.191,HK,45102
442646,357995,crossrockcase.com,43.134.211.240,HK,132203
442761,354733,07366.com,43.132.160.153,HK,132203
442903,352576,tensorflownews.com,43.155.117.210,HK,132203
442994,350105,postasicur.com,154.85.138.119,HK,134175
443011,349864,refreshbr.com,154.212.185.74,HK,135097
443080,443258,dns4.ru,91.212.229.187,HK,49981
443298,159431,abcgo.com.tw,23.102.233.68,HK,8075
443363,157966,loropiana.com,23.42.176.236,HK,20940
443525,152363,mailorderbridesz.com,185.238.227.44,HK,134548
443642,148914,01name.com,180.188.194.99,HK,45910
443685,148370,hkmj.org,223.255.133.104,HK,9381
443740,146788,panpan.org,103.40.161.5,HK,393889
443745,146786,southwestair.com,23.200.74.19,HK,20940
443776,146317,googlepump.com,103.80.18.4,HK,132839
443793,145860,taimeitukbbqking.com,58.64.139.39,HK,17444
443977,439332,timessquare.com.hk,23.101.9.170,HK,8075
444148,355132,imdglobalservices.com,156.224.59.244,HK,137951
444365,349518,oohmonitoring.com,23.99.116.70,HK,8075
444717,434162,healthyreads.com,64.120.121.60,HK,133752
444730,433852,gdsenmu.com,8.210.149.119,HK,45102
444765,37208,11player.cc,8.210.132.249,HK,45102
444877,32987,annualcreditreport.com,23.13.190.173,HK,20940
444932,29415,yuanhuabang.com,129.226.115.131,HK,132203
444938,29412,ysg123.com,43.155.105.149,HK,132203
444951,28745,gooogle.how,103.254.148.149,HK,133199
444955,28059,tooleyes.com,47.56.24.33,HK,45102
444958,28058,belgianfootball.be,23.211.15.40,HK,20940
444961,28054,iflow.work,43.128.35.59,HK,132203
445024,24730,vipc6.com,124.156.143.170,HK,132203
445256,12901,xmsecu.io,180.178.43.250,HK,45753
445266,12320,society6.com,23.7.165.52,HK,20940
445267,12319,vgover.com,43.154.128.106,HK,132203
445278,11562,bottegaveneta.com,23.76.239.164,HK,16625
445291,10940,pornlib.com,103.73.161.52,HK,55933
445334,9564,cmdw.vip,8.210.202.213,HK,45102
445335,9563,youxi369.com,20.239.79.153,HK,8075
445380,7687,dydytt.net,144.48.32.27,HK,134823
445392,7192,tanmizhi.com,20.205.105.59,HK,8075
445690,345569,igdky.com,185.243.242.33,HK,55933
445699,37529,91merry.com,20.239.168.162,HK,8075
445702,37528,gotaiwan.biz,103.11.101.109,HK,132056
445705,37525,91hm.xyz,47.52.162.13,HK,45102
445815,33366,navyfcu.org,223.119.147.71,HK,58453
445841,31757,wotuji.com,118.193.39.156,HK,135377
445956,26066,playboard.co,31.13.75.12,HK,32934
445972,25104,gopup.cn,129.226.125.166,HK,132203
445975,25099,globalsim.hk,8.210.178.38,HK,45102
446033,20859,hkust.edu.hk,143.89.12.134,HK,3363
446035,20857,etnet.com.hk,202.62.215.10,HK,9906
446083,17650,57jinqianbao.com,43.154.52.61,HK,132203
446087,17647,404le.com,8.210.249.145,HK,45102
446105,17106,0xzx.com,122.128.106.156,HK,133380
446143,14604,5577.com,43.134.202.32,HK,132203
446202,11222,yemu.xyz,47.243.195.145,HK,45102
446215,9173,bjbqjkkj.top,104.208.89.182,HK,8075
446225,8252,ypojie.com,8.210.7.14,HK,45102
446263,7167,bigw.com.au,23.77.215.38,HK,20940
446315,4397,jlhd.top,104.208.89.182,HK,8075
446320,4394,drugs.com,23.13.188.36,HK,20940
446348,2512,tmall.hk,134.159.210.121,HK,4637
446512,344729,aldfrp.com,103.143.230.195,HK,138152
446691,341595,dyx.com,47.243.233.239,HK,45102
446749,340107,ckg.hk,218.255.4.114,HK,9381
447501,316272,efccagc.org.hk,59.188.3.132,HK,17444
447544,315498,hongyetuyuan.net,43.243.222.43,HK,136800
448072,305589,0578it.com,103.152.170.236,HK,138538
448178,303663,xinnong.com,103.210.239.15,HK,142403
448253,302578,platoncn.com,154.216.111.195,HK,132839
448408,299870,hoangdangland.com,172.96.185.229,HK,133752
448445,298728,spearpointing.com,103.149.91.238,HK,55933
448759,292946,gu62fj8.xyz,152.32.212.223,HK,135377
448805,292438,hop.live,23.77.215.10,HK,20940
449016,290215,wfclvalve.com,154.84.105.7,HK,134175
449023,290029,huadesuliao.com,154.221.59.141,HK,132839
449087,289460,station187.com,116.251.205.76,HK,8739
449187,287636,opensparc.net,23.13.184.119,HK,20940
449302,285332,xh-insulator.com,47.243.131.250,HK,45102
449545,278522,atheistbillboards.com,168.63.218.59,HK,8075
449644,277666,chowtaifook.com.hk,58.64.145.108,HK,17444
449693,277198,xubing.com,47.89.15.226,HK,45102
449800,274761,tgpbabes.net,43.135.5.167,HK,132203
449831,273476,incote.com.cn,47.75.157.164,HK,45102
449844,271548,4kgd.cn,103.96.74.10,HK,55933
449861,271386,lungshingcentre.com,202.181.163.146,HK,7540
449970,269407,sxsei.org,47.91.170.222,HK,45102
450117,266266,gaoshengqiye.com,39.109.96.90,HK,8796
450124,266263,huaan-cpa.com,103.24.3.242,HK,55933
450289,261891,wwpkg.com.hk,168.63.219.174,HK,8075
450291,261889,wotta.net,18.163.83.197,HK,16509
450304,260939,eimmigration.co.nz,47.243.65.136,HK,45102
450447,256879,bestmoban.com,119.8.33.137,HK,136907
450630,253771,hn3236.com,103.60.110.196,HK,55720
450849,443676,mgmk008.xyz,182.161.36.61,HK,21859
451190,342795,carrioncastillo.com,156.254.177.152,HK,135097
451867,325196,uniformhongkong.com,47.56.166.131,HK,45102
452163,158096,veidc.com,47.57.15.36,HK,45102
452169,156958,syszlxh.org,154.211.6.50,HK,140224
452247,155230,theasset.com,58.177.180.251,HK,10103
452302,153325,oakridger.com,151.101.78.62,HK,54113
452361,152238,unlockboot.com,64.120.121.60,HK,133752
452392,147687,goldenukraine.com,103.214.175.20,HK,42960
452686,141278,yxsbep.com,156.245.46.42,HK,135097
452705,141057,asmrsk.com,154.80.229.113,HK,134175
452762,442427,manhuadaohang.com,47.244.63.34,HK,45102
452885,435070,bnpparibas.pt,104.85.76.63,HK,16625
452951,36836,bedbathandbeyond.ca,184.86.217.68,HK,16625
453173,18406,nrma.com.au,69.192.9.100,HK,20940
453175,18404,vozdeamerica.com,223.119.211.30,HK,58453
453259,11185,ngui.cc,43.132.149.93,HK,132203
453267,11176,jbsou.cn,43.129.216.245,HK,132203
453298,7220,myheartsite.com,43.155.98.91,HK,132203
453355,5445,shopee.cn,35.220.228.54,HK,396982
453420,3183,jkforum.net,103.42.176.244,HK,132839
453469,444627,cnfood.com,47.244.187.240,HK,45102
453524,441089,station196.com,116.251.205.22,HK,8739
453943,424500,jsfclawyer.com,45.125.48.35,HK,132325
453963,423640,seetao.com,47.244.130.50,HK,45102
454237,125976,51khw.net,156.232.192.136,HK,134548
454275,125683,cargosmart.com,203.99.143.18,HK,45485
454286,125586,mrpennarak.com,154.210.217.132,HK,136800
454389,123564,signnet.com.hk,58.64.189.137,HK,17444
454391,123563,9955yh.com,59.188.232.88,HK,17444
454586,118422,shichaoliuluntan.com,59.149.253.10,HK,10103
454589,118421,94203.vip,156.241.185.48,HK,55020
454601,118273,aiko.tv,101.36.125.250,HK,135377
454686,406430,ztxz.net.cn,195.130.202.129,HK,140224
454728,405616,boluobiji.com,47.90.7.137,HK,45102
454981,400469,ycjhkj.cn,156.254.185.174,HK,135097
455002,400301,taile123.com,156.234.205.166,HK,136800
455332,392179,hmapi.com,156.254.51.154,HK,135357
455354,391486,icode9.com,103.219.107.26,HK,132839
455374,391363,hs-packing.com.cn,47.75.1.37,HK,45102
455375,391362,kaida-bk.com,47.75.149.99,HK,45102
455394,391314,juyouxi.com,195.130.202.155,HK,140224
455688,386648,arcane.com,23.211.15.155,HK,20940
455781,385493,2alfa.no,45.126.125.180,HK,64022
455791,384211,shungite.com,45.126.125.180,HK,64022
455934,382004,unwish.net,156.230.191.161,HK,399626
456045,378999,htecn.cn,129.226.185.107,HK,132203
456148,376672,cnmylm.com,156.232.221.161,HK,134548
456159,376003,christianschwartz.com,116.251.205.34,HK,8739
456535,367574,tacticalgood.com,103.160.204.30,HK,209242
456656,366157,dafuli3.top,103.214.175.11,HK,42960
456745,365264,lukfook.com,202.82.223.199,HK,4515
456770,365192,portfolioanalyst.com,96.17.70.242,HK,20940
456859,363576,station195.com,116.251.205.20,HK,8739
457034,362705,libertyseguros.es,69.192.8.89,HK,20940
457198,359916,futuholdings.com,119.28.183.131,HK,132203
457291,356101,evcss.cstl.com.hk,16.162.53.211,HK,16509
457314,355438,cupidmedia.com,223.119.154.207,HK,58453
457467,351367,singnowapp.com,129.227.137.219,HK,21859
457496,350894,etawala.com,59.188.232.88,HK,17444
457853,262511,redmondpie.com,64.120.121.60,HK,133752
457878,261096,healthyd.com,203.184.176.171,HK,9304
457882,261095,syncbank.com,223.119.137.177,HK,58453
457935,260539,apsipa.org,158.132.21.77,HK,4616
458343,436092,815701314.com,47.52.107.150,HK,45102
458393,342638,carrebags.com,123.1.194.162,HK,10103
458649,334854,3zschool.com,47.240.122.44,HK,45102
458740,332514,kareikyuutei.tomatogames.com,119.28.205.98,HK,132203
458863,329150,hennotools.com,103.120.80.249,HK,139021
459345,399455,1390.com.tw,103.228.92.250,HK,53587
459454,397298,yinzhang8.com.cn,119.28.74.75,HK,132203
460814,169638,cardservice.co.jp,23.200.145.59,HK,20940
461117,158744,startmeup.hk,34.92.192.127,HK,396982
461190,156008,sapphiretech.com,220.241.180.78,HK,4515
461276,153499,lumi.cn,49.0.245.229,HK,136907
461721,143354,188xoso.com,172.96.185.216,HK,133752
461728,143351,marcopolohotels.com,203.85.68.154,HK,4058
461899,437460,cybervein.org,119.8.119.209,HK,136907
461963,344287,artasiapacific.com,16.162.241.215,HK,16509
461988,343765,krogercdn.com,69.192.218.18,HK,20940
462112,342430,qdlcqshfly.com,47.52.171.198,HK,45102
462180,341302,iwin10.net,129.226.76.226,HK,132203
462222,340539,hk.266.com,159.138.43.88,HK,136907
462362,335738,sjab-eastern.org,43.241.73.34,HK,132056
462565,329421,frescoln.com,154.94.103.138,HK,134548
462690,326571,hello-games.net,43.155.18.127,HK,132203
463061,320230,buddhistmatrimony.com,104.84.178.59,HK,16625
463100,319656,travonda.com,45.200.38.8,HK,139646
463180,318316,v2ce.com,18.167.41.71,HK,16509
463699,309584,hk-delight.com,103.38.161.198,HK,55858
463761,309032,hkhl.hk,203.80.0.172,HK,4655
463856,305243,ececshop.com,202.181.172.167,HK,7540
464041,301722,jnala.cn,103.96.148.186,HK,139021
464299,298319,wfrdcl.com,47.75.82.21,HK,45102
464449,296051,maikr-pay.com,94.103.4.192,HK,25820
464573,294937,sheyaa.com,47.91.170.222,HK,45102
464579,294935,sdupsdy.com,103.96.148.186,HK,139021
464645,292965,woodveneerdryer.com,47.75.182.2,HK,45102
465023,285309,exapmple.com,46.3.241.72,HK,38136
465380,276059,asiascooter.com,146.196.77.157,HK,135391
465549,268430,nexusguard.com,113.21.220.200,HK,45474
465616,267336,sephora.ru,69.192.12.94,HK,20940
465694,264939,kenyancupid.com,104.85.193.25,HK,16625
465790,262807,fb.gg,157.240.199.17,HK,32934
465857,261462,onesportpro.hk,43.252.167.201,HK,38277
465889,260797,citygateoutlets.com.hk,210.5.190.169,HK,9381
465890,260796,citistore.com.hk,218.255.76.3,HK,9381
465892,260795,citifirst.com.hk,125.215.173.35,HK,4515
465955,258827,solitonsecurities.com.hk,103.15.183.134,HK,23881
465958,258825,moneyplaza.com.hk,16.162.30.173,HK,16509
465961,258824,ch.dragonsrange.com.hk,52.229.219.251,HK,8075
465963,258823,mobile.crv.com.hk,113.28.91.87,HK,4515
466037,257645,trwholesalesolutions.com,69.192.9.248,HK,20940
466658,238869,forexway.com,47.75.100.254,HK,45102
466871,234100,fastapi.net,47.91.170.222,HK,45102
467077,227337,imperiumhk.com,218.255.179.77,HK,9381
467390,221767,sildenafilgenericbest.com,103.149.93.113,HK,55933
467975,210210,anymama.com,103.11.103.179,HK,132056
468005,209825,wongweisheng.com,159.138.150.148,HK,136907
468010,209823,woheitong.com.hk,103.25.254.202,HK,58779
468025,209770,standardchartered.com.hk,202.45.14.228,HK,24112
468086,207739,anko.com.tw,18.162.185.160,HK,16509
468232,204421,sleepinn.com,23.32.236.235,HK,20940
468258,307117,09gc.com,154.89.105.27,HK,135097
468398,191106,zygjex.com,47.244.147.195,HK,45102
468804,178418,lsgiant.com.cn,119.28.139.21,HK,132203
469169,171381,underarmouroutletclearance.com,154.213.46.158,HK,132839
469596,157676,mckuai.com,129.226.102.194,HK,132203
469716,150511,si123.com,129.226.113.207,HK,132203
469848,146061,eveningsun.com,151.101.78.62,HK,54113
470077,248801,quwanw.cn,8.210.140.80,HK,45102
470168,37326,4243.net,43.155.64.204,HK,132203
470190,36662,hao268.com,47.244.252.96,HK,45102
470378,27237,chaipip.com,47.243.79.209,HK,45102
470442,24446,probit.com,159.138.20.20,HK,136907
470453,23737,yelp.ca,151.101.76.116,HK,54113
470563,17474,45fan.com,47.52.211.56,HK,45102
470566,17472,appdvrko.com,139.5.202.106,HK,9744
470573,16903,safecharge.com,104.84.187.114,HK,16625
470629,14205,exame.com,84.17.37.186,HK,60068
470648,12288,voxcinemas.com,96.17.70.240,HK,20940
470671,10887,tingclass.net,20.187.83.98,HK,8075
470687,9925,hkjc.com,101.78.204.26,HK,24462
470943,438916,keetip.com,43.132.174.163,HK,132203
470979,346367,fuel.site,184.50.87.124,HK,20940
470998,248644,bbgo-ex.com,47.56.119.206,HK,45102
471037,247186,tkscs.com,43.241.73.141,HK,132056
471047,246560,jbcapacitors.hk,103.1.12.55,HK,131188
471054,246557,nywow-o.com.tw,8.212.19.97,HK,45102
471077,246233,lightek.com.tw,150.109.48.212,HK,132203
471094,245934,i4m.cn,67.211.73.40,HK,59371
471504,229719,7meiju.com,150.107.2.110,HK,64021
471690,227188,flatfull.com,149.129.105.235,HK,45102
472122,217140,newaykb.com,101.78.199.208,HK,9381
472302,212993,rhtour.net,104.208.89.182,HK,8075
472334,211716,857zb8.tv,207.46.146.227,HK,8075
472395,208993,gch7.com,154.84.92.21,HK,134175
472920,188601,acmeix.com,202.51.128.33,HK,56190
472974,185617,toysdaily.com,218.253.193.23,HK,9381
473031,184024,hkma.org.hk,103.55.200.41,HK,10098
473455,365671,hiskingdomprophecy.com,180.235.132.82,HK,55639
473462,365345,radiobonn.de,202.53.137.209,HK,136800
473754,359591,360tuan.com,47.52.20.188,HK,45102
473835,359119,likeberries.club,8.210.75.211,HK,45102
473843,358196,vizztech.com,43.252.40.157,HK,38277
474130,353083,bosida.com.cn,103.24.249.107,HK,139021
474212,350086,stagelightingfactory.com,43.155.89.234,HK,132203
474219,350084,lcyingduji.com,119.28.8.209,HK,132203
474543,247390,usmd.com.cn,47.91.170.222,HK,45102
474707,261931,yottkp.edu.hk,218.188.220.36,HK,9304
474718,261773,topnet.hk,103.11.102.48,HK,132056
474897,254975,byrjjzx.com,47.91.170.222,HK,45102
474912,254810,westickapp.com,202.181.195.182,HK,7540
474938,254372,sparkygamesplay.com,156.224.157.186,HK,135097
474945,254370,roohaniinfra.com,58.64.137.69,HK,17444
475221,245941,ibike.com.hk,202.65.195.82,HK,9584
475347,242423,7starnetwork.com,154.86.243.238,HK,134175
475386,242094,goupwith.com,47.91.205.190,HK,45102
475460,238065,tenkei-paradox.com,52.175.36.249,HK,8075
475476,234801,mfzkl.com,103.113.92.71,HK,138538
475478,139282,gamebox.com,124.156.167.204,HK,132203
475820,131130,mildom.com,47.75.85.242,HK,45102
475936,128127,aliyun-cdn.com,121.127.255.252,HK,38197
476009,125922,childlikemusic.org,43.241.73.182,HK,132056
476027,125764,m2m2design.com,202.181.163.146,HK,7540
476061,124452,jlmhjy.com,122.10.99.179,HK,135377
476108,123203,crysto.net,47.244.142.246,HK,45102
476122,123117,vipbuluo.com,45.207.52.202,HK,133199
476478,113925,looking4.com,119.9.180.176,HK,58683
476601,110691,brandoff-store.com,103.35.148.101,HK,55720
476932,204457,chinawe.net,47.242.52.201,HK,45102
476948,204308,vilamea.ro,45.126.125.180,HK,64022
476990,202652,zuxlowang.com,116.213.39.2,HK,45753
477178,198901,australianwinner.com,180.92.182.83,HK,56059
477522,187133,sino-hotels.com,13.75.65.26,HK,8075
477671,184868,ahrchk.net,58.64.192.205,HK,17444
477776,183638,vattuxaydunghl.com,103.149.91.238,HK,55933
477782,183635,drt555.club,172.93.189.217,HK,55720
477827,178911,hkeid.com,34.92.178.161,HK,396982
477830,178910,hkdnr.hk,203.119.2.31,HK,9735
477836,178907,happyseeds.com.hk,43.241.73.59,HK,132056
477850,178826,brasnthings.com,119.9.147.80,HK,58683
478052,174494,missyuan.com,45.197.94.105,HK,134548
478217,167678,xjmb888.com,154.221.159.104,HK,134175
478266,166972,zegocloud.com,119.28.40.135,HK,132203
478317,166363,share-talk.com,210.209.84.142,HK,10103
478734,158088,sunvalley.com.cn,47.52.169.89,HK,45102
478741,158085,sportimate.hk,116.251.205.207,HK,8739
478744,158083,shlab.com.hk,175.45.21.155,HK,9381
478781,157305,52codes.net,8.210.84.233,HK,45102
478829,155877,china-gold.com,8.210.163.90,HK,45102
479207,143329,kge.hk,18.167.83.240,HK,16509
479208,143328,kallosmedical.com,103.11.228.180,HK,45910
479215,143324,harbourgrand.com,69.172.77.164,HK,132585
479519,243331,fsjcyd.com,210.209.82.111,HK,10103
479617,241701,whyec.com,103.255.47.60,HK,133201
479801,137182,sfc.hk,20.189.119.115,HK,8075
479926,133540,telemundodallas.com,184.50.91.6,HK,20940
480110,129998,parsevideo.com,43.226.16.8,HK,38197
480285,126539,wellord.com,180.92.182.17,HK,56059
480291,126537,wherecom.com,47.89.35.80,HK,45102
480526,122355,makeplayingcards.com,203.184.219.85,HK,9304
480577,121579,moleskine.com,23.76.225.65,HK,16625
480665,119153,gayot.com,184.50.87.43,HK,20940
480760,114960,bjsjpt.com,43.129.94.173,HK,132203
480972,110504,linkdir.site,172.96.185.233,HK,133752
481209,104840,pornoplage.com,103.97.3.19,HK,142403
481256,103789,kwong-cheong.com,202.181.163.146,HK,7540
481369,98711,xzszgzj.com,103.120.80.155,HK,139021
481481,92884,cqqjls.cn,122.10.99.122,HK,135377
481713,86923,djkk.com,47.244.48.20,HK,45102
481808,85463,simpli.com,151.101.78.114,HK,54113
481829,85208,q1qq2.com,43.240.28.66,HK,133199
481917,82652,haibersut.com,122.10.113.141,HK,55933
481956,81884,ynzswang.com,103.96.73.119,HK,55933
481960,81883,w-f-logistics.com,8.210.156.236,HK,45102
481963,81881,qhddsxb.com,103.48.168.35,HK,64021
482113,78878,guiyangzrh.com,58.64.186.116,HK,17444
482116,78877,fypzsys.com,103.149.90.57,HK,55933
482156,78175,mitsukoshiya.com,180.150.153.145,HK,45187
482236,77504,azy.com.au,47.243.104.149,HK,45102
482244,77379,japancupid.com,223.119.154.207,HK,58453
482340,75790,skythriving.com,119.28.20.64,HK,132203
482352,75634,ea666.cn,47.243.121.133,HK,45102
482400,72064,qd315.net,124.248.202.106,HK,38478
482577,65532,chilin.org,14.136.194.98,HK,10103
482726,62463,gaofang2022.xyz,119.28.139.133,HK,132203
482927,56413,dhjy.com,47.90.64.163,HK,45102
483082,52139,hskwq.com,209.58.185.195,HK,133752
